"Address","Content","Status Code","Status","Indexability","Indexability Status","Title 1","Title 1 Length","Title 1 Pixel Width","Meta Description 1","Meta Description 1 Length","Meta Description 1 Pixel Width","Meta Keyword 1","Meta Keywords 1 Length","H1-1","H1-1 length","H1-2","H1-2 length","H2-1","H2-1 length","H2-2","H2-2 length","Meta Robots 1","X-Robots-Tag 1","Meta Refresh 1","Canonical Link Element 1","rel=""next"" 1","rel=""prev"" 1","HTTP rel=""next"" 1","HTTP rel=""prev"" 1","Size (bytes)","Word Count","Text Ratio","Crawl Depth","Link Score","Inlinks","Unique Inlinks","% of Total","Outlinks","Unique Outlinks","External Outlinks","Unique External Outlinks","Hash","Response Time","Last Modified","Redirect URL","Redirect Type","URL Encoded Address"
"https://www.bpb.de/mediathek/185752/was-ist-das-glossarbegriffe-als-erklaervideos","text/html; charset=utf-8","200","OK","Indexable","","Was ist das? Glossarbegriffe aus dem Dossier Rechtsextremismus als Erklärvideos | bpb","85","784","""Antisemitismus"", ""Rassismus"", ""NPD"" - kann man das auch mit einfachen Worten erklären? In diesen Videos sprechen Jungschauspieler/-innen Glossarbegriffe aus dem Dossier Rechtsextremismus ein, in kurzer und verständlicher Form. Getextet von Toralf St","250","1629","","0","Was ist das? Glossarbegriffe aus dem Dossier Rechtsextremismus als Erklärvideos","79","","0","Rechtspopulismus, was ist das? Kurz erklärt auf bpb.de","54","Glossar: bpb.de/rechtsextremismus","33","all","","","https://www.bpb.de/mediathek/185752/was-ist-das-glossarbegriffe-als-erklaervideos","","","","","160290","1897","10.087388","1","","3196","3194","100.0","567","464","16","16","2db94c70943208ee267018ce8fabe1ee","0.215","Thu, 04 Jun 2020 13:44:59 GMT","","","https://www.bpb.de/mediathek/185752/was-ist-das-glossarbegriffe-als-erklaervideos"
"https://www.bpb.de/mediathek/279615/thomas-heise-ueber-stau-jetzt-gehts-los-1992","text/html; charset=utf-8","200","OK","Indexable","","Thomas Heise über Stau – Jetzt geht’s los (1992) | bpb","54","485","Über die Protagonisten des Films, die Dreharbeiten und die vergebene Chance, ins Gespräch zu kommen. Ein Interview mit Thomas Heise.","132","873","Rechtsextremismus, Deutschland, Jugend","38","","0","","0","Thomas Heise über Stau – Jetzt geht’s los (1992)","48","Der Regisseur im Gespräch","25","all","","","https://www.bpb.de/mediathek/279615/thomas-heise-ueber-stau-jetzt-gehts-los-1992","","","","","120469","1351","9.607985","1","","19","5","0.16","520","456","16","16","4b74833d92ce952db3620837526031c0","0.115","Thu, 04 Jun 2020 14:42:12 GMT","","","https://www.bpb.de/mediathek/279615/thomas-heise-ueber-stau-jetzt-gehts-los-1992"
"https://www.bpb.de/mediathek/264917/stasi-aufarbeitung","text/html; charset=utf-8","200","OK","Indexable","","Eine Zeitreise zurück in den Überwachungsstaat | bpb","52","470","Recherchen von SPIEGEL-TV über das MfS.","39","281","Spiegel TV, Ministerium für Staatssicherheit, Stasi, Aufarbeitung, Fernsehbeitrag","81","Eine Zeitreise zurück in den Überwachungsstaat","46","","0","Reportagen von SPIEGEL-TV über die Stasi und deren Aufarbeitung","63","DDR-Topspione","13","all","","","https://www.bpb.de/mediathek/264917/stasi-aufarbeitung","","","","","108952","1856","14.029409","1","","3196","3194","100.0","564","464","16","16","830c900e17c8893a7c8a43142e82465d","0.153","Thu, 04 Jun 2020 13:37:02 GMT","","","https://www.bpb.de/mediathek/264917/stasi-aufarbeitung"
"https://www.bpb.de/mediathek/267583/life-on-the-border","text/html; charset=utf-8","200","OK","Indexable","","Life on the border | bpb","24","207"," „Ich möchte, dass ihr mein Leben kennenlernt.“ Kinder und Jugendliche aus dem Irak und Syrien laden die Zuschauenden mit ihrem Film auf unmittelbare und eindrucksvolle Weise dazu ein und halten ihren Alltag in den Geflüchtetenlagern, ihre Verwundung","250","1614","Dokumentarfilm, Omnibusfilm, Kindheit, Jugend, Verfolgung, Flucht, Vertreibung, Jesiden, Terrorismus","100","","0","","0","Life on the border","18","Kinder aus Syrien und Irak erzählen ihre Geschichte","51","all","","","https://www.bpb.de/mediathek/267583/life-on-the-border","","","","","122831","1553","10.710153","1","","62","16","0.5","530","464","16","16","b9ac4eef110e9c57827b95b25a6948fd","0.194","Thu, 04 Jun 2020 13:40:36 GMT","","","https://www.bpb.de/mediathek/267583/life-on-the-border"
"https://www.bpb.de/mediathek/242726/was-tun-fuer-eine-nachhaltige-zukunft-der-menschheit","text/html; charset=utf-8","200","OK","Indexable","","WAS TUN? Für eine nachhaltige Zukunft der Menschheit | bpb","58","542","Über den Angriff der Neo-Liberalen Think Tanks auf die Demokratie","65","426","Engagement, Neo-Liberalismus","28","","0","","0","WAS TUN? Für eine nachhaltige Zukunft der Menschheit","52","Antworten von Susan George","26","all","","","https://www.bpb.de/mediathek/242726/was-tun-fuer-eine-nachhaltige-zukunft-der-menschheit","","","","","165830","1438","7.363167","1","","71","22","0.69","548","464","18","17","5a8b849601ffbd51848fdac5050eff76","0.287","Thu, 04 Jun 2020 14:42:13 GMT","","","https://www.bpb.de/mediathek/242726/was-tun-fuer-eine-nachhaltige-zukunft-der-menschheit"
"https://www.bpb.de/mediathek/298902/was-isst-du-denn-da-ideen-zum-nachhaltigen-umgang-mit-lebensmitteln","text/html; charset=utf-8","200","OK","Indexable","","Was isst du denn da? – Ideen zum nachhaltigen Umgang mit Lebensmitteln | bpb","76","705","Das Bewusstsein für Nachhaltigkeit im Bereich Lebensmittel bringt viele innovative Ideen für nachhaltige Produktion und faire Verteilung mit sich. Darüber wurde am 14. Oktober 2019 diskutiert.","192","1208","Dokumentation, Nachhaltigkeit, Global Footprint Network, Umgang mit Lebensmitteln, Rohstoffverbrauch, Emissionsausstoß, Erdüberlastungstag, Müll, Recourccenschonung","164","","0","","0","Was isst du denn da? – Ideen zum nachhaltigen Umgang mit Lebensmitteln","70","Checkpoint bpb Montagsgespräche – Oktober 2019","46","all","","","https://www.bpb.de/mediathek/298902/was-isst-du-denn-da-ideen-zum-nachhaltigen-umgang-mit-lebensmitteln","","","","","93368","1266","11.92572","1","","51","13","0.41","508","454","16","16","a210d3438baa05b506a0919f4148166d","0.247","Thu, 04 Jun 2020 14:42:13 GMT","","","https://www.bpb.de/mediathek/298902/was-isst-du-denn-da-ideen-zum-nachhaltigen-umgang-mit-lebensmitteln"
"https://www.bpb.de/mediathek/289561/bpb-podcasts-audios-hoerstuecke-audioaufzeichnungen","text/html; charset=utf-8","200","OK","Indexable","","bpb Podcasts, Audios, Hörstücke, Audioaufzeichnungen | bpb","58","537","","0","0","Podcast, Audio","14","bpb Podcasts, Audios, Hörstücke, Audioaufzeichnungen","52","","0","Podcast | ""Wahrheit"" in Zeiten von Corona","41","Die ""Wahrheit"" in Zeiten von Corona. Verschwörungstheorien und Mythen rund um das Virus","87","all","","","https://www.bpb.de/mediathek/289561/bpb-podcasts-audios-hoerstuecke-audioaufzeichnungen","","","","","238418","6652","20.710243","1","","3196","3194","100.0","885","575","16","16","5cf075c254af8f614c574db004fd84e8","0.207","Thu, 04 Jun 2020 12:52:07 GMT","","","https://www.bpb.de/mediathek/289561/bpb-podcasts-audios-hoerstuecke-audioaufzeichnungen"
"https://www.bpb.de/mediathek/307062/folge-4-ab-der-5-klasse-hat-eigentlich-jeder-ein-handy","text/html; charset=utf-8","200","OK","Indexable","","Folge 4 | Ab der 5. Klasse hat eigentlich jeder ein Handy | bpb","63","544","Ist das Smartphone für Schülerinnen und Schüler wirklich ein sinnvoller Zugang zu digitalen Bildungsangeboten, und was können Lehrende tun, deren Schulen noch nicht so digital aufgestellt sind? Wir sprechen mit Lehrer Markus Christoph über Bildungs(u","250","1610","Corona, COVID-19, Digitaler Unterricht, Schulschließungen, Videokonferenzen, Online-Unterricht, Alltag, Herausforderungen","121","","0","","0","Folge 4 | Ab der 5. Klasse hat eigentlich jeder ein Handy","57","Podcast | Digitales Lehrtagebuch","32","all","","","https://www.bpb.de/mediathek/307062/folge-4-ab-der-5-klasse-hat-eigentlich-jeder-ein-handy","","","","","125952","1472","9.830384","1","","70","20","0.63","531","461","18","17","e34208910bcc69e77bf70af528bb114d","0.063","Thu, 04 Jun 2020 14:42:13 GMT","","","https://www.bpb.de/mediathek/307062/folge-4-ab-der-5-klasse-hat-eigentlich-jeder-ein-handy"
"https://www.bpb.de/mediathek/307411/folge-6-datenschutz-in-der-schule-ist-immer-eine-grauzone","text/html; charset=utf-8","200","OK","Indexable","","Folge 6 | Datenschutz in der Schule ist immer eine Grauzone | bpb","65","580","Lehrer Markus Christoph ist Datenschutzbeauftragter an der Oberschule Langen. In dieser Folge erklärt er, wie und wo Datenschutz Lehrende, Schülerinnen und Schüler, aber auch Eltern betrifft und welche Folgen das für den digitalen und analogen Unterr","250","1614","Corona, COVID-19, Digitaler Unterricht, Schulschließungen, Videokonferenzen, Online-Unterricht, Alltag, Herausforderungen, Datenschutz, Schule, Whatsapp","152","","0","","0","Folge 6 | Datenschutz in der Schule ist immer eine Grauzone","59","Podcast | Digitales Lehrtagebuch","32","all","","","https://www.bpb.de/mediathek/307411/folge-6-datenschutz-in-der-schule-ist-immer-eine-grauzone","","","","","126328","1466","9.774942","1","","78","22","0.69","534","464","18","17","41687a287f55d3b7cde6cae55d0d82a7","0.173","Thu, 04 Jun 2020 14:42:13 GMT","","","https://www.bpb.de/mediathek/307411/folge-6-datenschutz-in-der-schule-ist-immer-eine-grauzone"
"https://www.bpb.de/mediathek/191879/familienpolitische-leistungen-einkommensschwache-familien","text/html; charset=utf-8","200","OK","Indexable","","Familienpolitische Leistungen: Einkommensschwache Familien | bpb","64","592","Für Familien, die ALG I oder II erhalten, oder Familien, die wenig verdienen, obwohl die Eltern arbeiten, gibt es Geldleistungen, um diese zu unterstützen. Darunter zählt der Kinderzuschlag, Unterstützung für Klassenfahrten oder Musikunterricht oder ","250","1561","Gesellschaft, Familie, Familienpolitik, Einkommen, Innenpolitik, Armut","70","","0","","0","Familienpolitische Leistungen: Einkommensschwache Familien","58","Infofilme im Dossier Familienpolitik","36","all","","","https://www.bpb.de/mediathek/191879/familienpolitische-leistungen-einkommensschwache-familien","","","","","123899","1359","9.699726","1","","46","13","0.41","522","456","18","17","981ec9ea533ca9d0c089ebc566c00987","0.077","Thu, 04 Jun 2020 14:00:13 GMT","","","https://www.bpb.de/mediathek/191879/familienpolitische-leistungen-einkommensschwache-familien"
"https://www.bpb.de/mediathek/299709/laizismus-fuer-deutschland","text/html; charset=utf-8","200","OK","Indexable","","Laizismus für Deutschland? | bpb","32","289","Prof. Dr. Thomas Großbölting, Westfälische Wilhelms-Universität Münster","71","461","Religion, Säkularismus, Trennung von Staat und Religion, deutscher Säkularismus","79","","0","","0","Laizismus für Deutschland?","26","Ein Interview mit Prof. Dr. Thomas Großbölting","46","all","","","https://www.bpb.de/mediathek/299709/laizismus-fuer-deutschland","","","","","92178","1042","10.211948","1","","34","9","0.28","505","451","18","17","87eecac3617c36f6553d0fdaff17888c","2.053","Thu, 04 Jun 2020 14:50:07 GMT","","","https://www.bpb.de/mediathek/299709/laizismus-fuer-deutschland"
"https://www.bpb.de/mediathek/237913/schlagworte-a-z","text/html; charset=utf-8","200","OK","Indexable","","Schlagworte A-Z | bpb","21","198","","0","0","","0","Schlagworte A-Z","15","","0","0-9  A  B  C  D  E  F  G  H  I  J  K  L  M  N  O  P  Q  R  S  T  U  V  W  X  Y  Z ","82","","0","all","","","https://www.bpb.de/mediathek/237913/schlagworte-a-z","","","","","73030","1071","12.793774","1","","2","2","0.06","550","499","16","16","5ed585f3dd052e3403327d96f757475","0.096","Thu, 04 Jun 2020 13:44:35 GMT","","","https://www.bpb.de/mediathek/237913/schlagworte-a-z"
"https://www.bpb.de/mediathek/282160/muenchen-xxl-geschichten-von-armut-und-reichtum","text/html; charset=utf-8","200","OK","Indexable","","MÜNCHEN XXL: Geschichten von Armut und Reichtum | bpb","53","528","27 Schüler/innen der 4. Klasse haben gemeinsam mit dem JFF fünf Trickfilme erarbeitet, die aus verschiedenen Blickwinkeln das Thema Reichtum und Armut beleuchten.","162","1067","Reichtum, Armut, Werte","22","","0","","0","MÜNCHEN XXL: Geschichten von Armut und Reichtum","47","Ein Trickfilmprojekt der Grundschule an der Herrnstraße","55","all","","","https://www.bpb.de/mediathek/282160/muenchen-xxl-geschichten-von-armut-und-reichtum","","","","","133809","1429","9.100161","1","","43","13","0.41","528","458","16","16","19e5c43aa7fbf7d3941169dc2a799962","2.292","Thu, 04 Jun 2020 14:50:08 GMT","","","https://www.bpb.de/mediathek/282160/muenchen-xxl-geschichten-von-armut-und-reichtum"
"https://www.bpb.de/mediathek/298299/protest-eine-einfuehrung","text/html; charset=utf-8","200","OK","Indexable","","Protest! Eine Einführung | bpb","30","262","Interview mit Prof. Dr. Dieter Rucht, Wissenschaftszentrum Berlin für Sozialforschung und Institut für Protest- und Bewegungsforschung","134","847","Protest, Demokratie, Entwicklung, Herausforderungen","51","","0","","0","Protest! Eine Einführung","24","Inhalt","6","all","","","https://www.bpb.de/mediathek/298299/protest-eine-einfuehrung","","","","","129255","1306","8.919668","1","","38","12","0.38","525","457","18","17","62f12e8c0be4ba47feda5bc8d6c3ac98","0.186","Thu, 04 Jun 2020 14:27:13 GMT","","","https://www.bpb.de/mediathek/298299/protest-eine-einfuehrung"
"https://www.bpb.de/mediathek/films-in-english/","text/html; charset=utf-8","200","OK","Indexable","","Videos in English | bpb","23","199","This is a collection of films published in English by the bpb. It contains a variety of different topics such as the Second World War and National Socialism questions of democracy, or pop culture. It contains documentaries as well as interviews, spee","250","1543","","0","Videos in English","17","","0","The bpb at a glance","19","A short film about our work","27","all","","","https://www.bpb.de/mediathek/films-in-english/","","","","","465062","11661","17.828045","1","","3194","3194","100.0","1340","718","16","16","f3f535dba66a49ad70b96849037580bc","0.291","Thu, 04 Jun 2020 14:17:10 GMT","","","https://www.bpb.de/mediathek/films-in-english/"
"https://www.bpb.de/mediathek/206879/der-unsichtbare-stacheldraht","text/html; charset=utf-8","200","OK","Indexable","","Der unsichtbare Stacheldraht | bpb","34","305","Verständigungsschwierigkeiten zwischen Deutschen und Alliierten werden in dem Film ""Der unsichtbare Stacheldraht"" thematisiert. Vorbehalte der Deutschen kommen dabei ebenso zur Sprache wie die amerikanischen Hilfsleistungen.","224","1465","Marshallplan, Deutschland 1945 -, Nachkriegszeit, Alliierte","59","","0","","0","Der unsichtbare Stacheldraht","28","BRD 1951, s/w","13","all","","","https://www.bpb.de/mediathek/206879/der-unsichtbare-stacheldraht","","","","","94302","1322","12.306533","1","","23","6","0.19","504","450","16","16","a407167b431dbb44eb13d582ad0d29de","2.187","Thu, 04 Jun 2020 14:50:09 GMT","","","https://www.bpb.de/mediathek/206879/der-unsichtbare-stacheldraht"
"https://www.bpb.de/mediathek/206900/me-and-mr-marshall","text/html; charset=utf-8","200","OK","Indexable","","Me and Mr. Marshall | bpb","25","233","Bergarbeiter Hans Fischer erläutert anschaulich und alltagsnah die Zielsetzungen und ersten Ergebnisse des Marshallplans. Grafiken über die Verteilung von Fördermitteln stützen seine Ausführungen.","196","1263","Marshallplan, Kriegsfolgen, Alliierte Militärverwaltung 1945 - 1949, European Recovery Program, Nachkriegszeit, Produktivität","125","","0","","0","Me and Mr. Marshall","19","Deutschland (amerikanische Besatzungszone) 1949, s/w","52","all","","","https://www.bpb.de/mediathek/206900/me-and-mr-marshall","","","","","153068","1584","8.843574","1","","62","19","0.59","545","465","16","16","16e46ed47fddaadd3eb803313749de20","0.158","Thu, 04 Jun 2020 13:51:48 GMT","","","https://www.bpb.de/mediathek/206900/me-and-mr-marshall"
"https://www.bpb.de/mediathek/298601/mit-mut-und-witz-emotionen-und-protest","text/html; charset=utf-8","200","OK","Indexable","","Mit Mut und Witz. Emotionen und Protest | bpb","45","409","Interview mit Prof. Dr. Nicole Doerr, Københavns Universitet, Kopenhagen","72","462","Protest, Emotionen, Argumente, Rationalität, Pride, Fridays for future, Rechtspopulismus, Manipulation","102","","0","","0","Mit Mut und Witz. Emotionen und Protest","39","Inhalt","6","all","","","https://www.bpb.de/mediathek/298601/mit-mut-und-witz-emotionen-und-protest","","","","","130317","1359","9.145223","1","","38","12","0.38","529","461","18","17","1fc23651ca8ca682f607b8d19a1d5691","2.223","Thu, 04 Jun 2020 14:50:10 GMT","","","https://www.bpb.de/mediathek/298601/mit-mut-und-witz-emotionen-und-protest"
"https://www.bpb.de/mediathek/232568/mix-it-das-leben-ist-heute","text/html; charset=utf-8","200","OK","Indexable","","Mix it! – ""Das Leben ist heute"" | bpb","37","315","Berlin Reinickendorf: Neun Jugendliche aus Deutschland und Syrien zeigen wie ein typischer Tag in ihrem Leben aussieht.","119","770","Geflüchtete, Flüchtlinge, Flucht, Projekt, Jugendliche, Film, Filmsprache, Medienkompetenz, Integration, Interkulturelle Kommunikation, Spracherwerb, Dialog, Gemeinschaft","170","","0","","0","Mix it! – ""Das Leben ist heute""","31","Filmpraktisches Projekt mit einheimischen und geflüchteten Jugendlichen","71","all","","","https://www.bpb.de/mediathek/232568/mix-it-das-leben-ist-heute","","","","","190784","2532","11.250492","1","","81","26","0.81","579","483","16","16","82e42010c5983491a5364b51f8f8e092","0.172","Thu, 04 Jun 2020 14:42:17 GMT","","","https://www.bpb.de/mediathek/232568/mix-it-das-leben-ist-heute"
